MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
90.65,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,1.0,5199.8,No,Male,Yes,57.0,No,Yes,Electronic check,One year,5198-EFNBM
21.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1493.75,No internet service,Male,No,72.0,No,No internet service,Bank transfer (automatic),Two year,0640-YJTPY
103.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,0.0,3470.8,No,Male,Yes,34.0,No,Yes,Electronic check,One year,4097-YODCF
20.45,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,34.8,No internet service,Female,No,2.0,No,No internet service,Mailed check,One year,6870-ECSHE
104.15,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,7365.3,Yes,Male,Yes,71.0,No,Yes,Credit card (automatic),Two year,6257-DTAYD
58.6,other,No,Yes,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,2723.4,No,Female,Yes,47.0,No,Yes,Bank transfer (automatic),Month-to-month,9633-DENPU
84.8,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,906.85,No,Female,Yes,11.0,Yes,No,Credit card (automatic),Month-to-month,4706-AXVKM
54.25,other,No,No,151642.0,Yes,DSL,No,No,No,No,Yes,0.0,583,Yes,Female,No,10.0,No,No,Electronic check,Month-to-month,3604-WLABM
89.15,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,89.15,No,Male,No,1.0,Yes,No,Mailed check,Month-to-month,3801-HMYNL
42.1,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,2962,No,Male,No,72.0,No,Yes,Bank transfer (automatic),Two year,0526-SXDJP
95.4,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,4445.3,Yes,Male,Yes,48.0,No,No,Electronic check,Month-to-month,4724-WXVWF
89.1,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1620.8,No,Female,Yes,19.0,No,Yes,Electronic check,Month-to-month,3427-GGZZI
90.35,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,0.0,190.5,No,Female,No,2.0,No,Yes,Electronic check,Month-to-month,0139-IVFJG
90.7,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,0.0,1374.9,No,Female,No,16.0,No,Yes,Electronic check,Month-to-month,0577-WHMEV
80.05,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,3019.1,No,Female,No,37.0,No,Yes,Electronic check,One year,2402-TAIRZ
89.1,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,2368.4,No,Female,Yes,25.0,Yes,No,Electronic check,Month-to-month,2685-SREOM
85.65,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,2664.3,No,Male,Yes,32.0,No,No,Bank transfer (automatic),Month-to-month,9944-AEXBM
61.25,other,No,No,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,729.95,No,Male,Yes,11.0,No,Yes,Electronic check,One year,9314-QDMDW
75.55,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,No,Yes,Yes,0.0,2054.4,Yes,Male,No,29.0,No,No,Mailed check,Two year,4115-BNPJY
80.65,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1451.9,No,Male,Yes,18.0,Yes,Yes,Electronic check,Month-to-month,8854-CCVSQ
20.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,1.0,369.6,No internet service,Female,No,18.0,No,No internet service,Bank transfer (automatic),One year,1763-KUAAW
89.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,No,1.0,1938.9,No,Male,Yes,22.0,No,No,Bank transfer (automatic),Month-to-month,1754-GKYPY
68.4,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,3972.25,Yes,Female,Yes,58.0,No,No,Electronic check,One year,1474-JUWSM
81.9,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,3219.75,Yes,Male,No,39.0,No,No,Electronic check,One year,9738-QLWTP
73.55,other,Yes,No,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,693.3,Yes,Female,No,10.0,No,No,Credit card (automatic),One year,3898-BSJYF
75.85,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,647.5,Yes,Female,Yes,9.0,No,No,Electronic check,Month-to-month,5022-JNQEQ
19.9,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,533.5,No internet service,Female,No,24.0,No,No internet service,Mailed check,One year,8194-PEEBY
29.8,other,No,No,151642.0,No,DSL,No,Yes,No phone service,Yes,No,0.0,201.95,No,Female,No,7.0,No,No,Mailed check,Month-to-month,0909-SDHNU
106.8,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,5498.8,No,Male,Yes,51.0,No,Yes,Bank transfer (automatic),One year,1784-EZDKJ
113.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,5317.8,Yes,Male,Yes,47.0,No,Yes,Bank transfer (automatic),One year,9746-MDMBK
95.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,1.0,573.75,No,Male,Yes,6.0,Yes,No,Electronic check,Month-to-month,3319-DWOEP
19.45,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1195.95,No internet service,Male,Yes,67.0,No,No internet service,Mailed check,One year,6729-FZWSY
49.15,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,270.8,Yes,Female,Yes,6.0,Yes,No,Electronic check,Month-to-month,3144-AUDBS
24.75,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1769.6,No internet service,Male,No,72.0,No,No internet service,Bank transfer (automatic),Two year,4193-IBKSW
25.25,other,No,Yes,151642.0,No,DSL,No,No,No phone service,Yes,No,0.0,947.75,No,Male,Yes,39.0,No,No,Credit card (automatic),One year,1696-MZVAU
79.4,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,4238.45,Yes,Male,No,55.0,No,Yes,Electronic check,Month-to-month,7148-XZPHA
79.05,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,No,0.0,4663.4,Yes,Male,Yes,60.0,No,Yes,Credit card (automatic),Month-to-month,1036-GUDCL
89.5,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,2196.15,No,Male,Yes,25.0,Yes,Yes,Electronic check,Month-to-month,8739-WWKDU
64.05,other,Yes,Yes,151642.0,Yes,DSL,No,No,Yes,No,No,1.0,3902.6,No,Male,No,61.0,No,Yes,Bank transfer (automatic),One year,5756-OZRIO
79.5,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,Yes,No,0.0,2180.55,Yes,Male,Yes,27.0,Yes,No,Electronic check,Month-to-month,2640-PMGFL
20.15,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,419.9,No internet service,Male,No,22.0,No,No internet service,Mailed check,One year,2749-CTKAJ
41.1,other,No,No,151642.0,No,DSL,No,No,No phone service,No,Yes,0.0,1597.05,Yes,Female,No,39.0,No,Yes,Bank transfer (automatic),Month-to-month,8350-NYMVI
20.55,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,99.45,No internet service,Male,No,5.0,No,No internet service,Electronic check,One year,2690-DVRVK
96.2,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,3183.4,Yes,Male,Yes,32.0,Yes,No,Electronic check,Month-to-month,0963-ZBDRN
94.4,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,No,No,Yes,0.0,387.2,Yes,Female,Yes,4.0,Yes,No,Bank transfer (automatic),Month-to-month,9763-PDTKK
91.15,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,3369.25,No,Male,Yes,37.0,No,No,Electronic check,Month-to-month,9576-SYUHJ
70.15,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,194.2,No,Female,Yes,3.0,No,No,Electronic check,Month-to-month,6077-BDPXA
108.4,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,7318.2,Yes,Male,Yes,69.0,Yes,Yes,Bank transfer (automatic),Two year,5440-FLBQG
71.1,other,Yes,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,213.35,Yes,Female,No,3.0,No,Yes,Mailed check,Two year,2710-WYVXG
19.6,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1441.65,No internet service,Female,No,68.0,No,No internet service,Credit card (automatic),Two year,3274-NSDWE
100.3,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,1.0,832.35,Yes,Male,No,8.0,Yes,No,Credit card (automatic),Month-to-month,9889-TMAHG
95.75,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,6849.4,No,Female,Yes,71.0,No,Yes,Credit card (automatic),Two year,0020-INWCK
109.0,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,7661.8,No,Female,Yes,71.0,No,Yes,Bank transfer (automatic),Two year,3407-JMJQQ
19.8,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1336.65,No internet service,Female,No,64.0,No,No internet service,Bank transfer (automatic),One year,1813-JLKWR
60.25,other,No,No,151642.0,Yes,DSL,Yes,No,Yes,No,No,0.0,170.5,No,Female,Yes,3.0,No,No,Electronic check,Month-to-month,0411-EZJZE
98.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,1.0,2911.3,Yes,Female,Yes,31.0,Yes,No,Electronic check,Month-to-month,0354-WYROK
89.85,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,3161.2,Yes,Male,Yes,35.0,No,No,Bank transfer (automatic),Month-to-month,5886-VLQVU
59.45,other,Yes,No,151642.0,Yes,DSL,No,No,No,No,Yes,0.0,892.65,No,Female,Yes,15.0,Yes,No,Electronic check,Month-to-month,9474-PHLYD
50.8,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,288.05,Yes,Female,Yes,6.0,Yes,No,Bank transfer (automatic),Month-to-month,3683-QKIUE
50.95,other,Yes,Yes,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,3521.7,Yes,Male,Yes,67.0,No,Yes,Bank transfer (automatic),Two year,3813-DHBBB
79.55,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,79.55,No,Female,No,1.0,Yes,No,Electronic check,Month-to-month,9019-QVLZD
93.15,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,1.0,2231.05,No,Male,Yes,24.0,Yes,No,Electronic check,Month-to-month,2840-XANRC
75.7,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,4676.7,Yes,Male,No,63.0,No,No,Mailed check,Two year,3902-MIVLE
20.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,144.35,No internet service,Male,No,7.0,No,No internet service,Mailed check,Month-to-month,4732-RRJZC
45.9,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,505.95,No,Female,No,12.0,No,No,Bank transfer (automatic),Month-to-month,3566-VVORZ
51.25,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,51.25,Yes,Male,No,1.0,Yes,No,Mailed check,Month-to-month,9564-KCLHR
89.7,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,No,0.0,6588.95,No,Male,Yes,72.0,No,Yes,Electronic check,One year,5968-XQIVE
90.15,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,1.0,3128.8,Yes,Male,No,34.0,No,No,Mailed check,One year,5913-INRQV
19.7,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1253.8,No internet service,Male,No,66.0,No,No internet service,Bank transfer (automatic),Two year,5730-DBDSI
44.85,other,No,Yes,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,0.0,1442.6,Yes,Male,Yes,34.0,No,No,Electronic check,Month-to-month,5337-IIWKZ
44.75,other,No,Yes,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,333.65,No,Male,No,7.0,No,No,Electronic check,Month-to-month,1919-RTPQD
78.75,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,412.1,No,Male,Yes,5.0,Yes,Yes,Electronic check,Month-to-month,1569-TTNYJ
107.45,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,5680.9,No,Female,No,51.0,No,Yes,Bank transfer (automatic),One year,9036-CSKBW
24.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,1.0,1548.65,No internet service,Male,Yes,64.0,No,No internet service,Bank transfer (automatic),Two year,1468-DEFNC
34.8,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,Yes,Yes,0.0,1980.3,No,Male,No,59.0,No,No,Mailed check,One year,9581-GVBXT
25.15,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1940.85,No internet service,Male,No,70.0,No,No internet service,Bank transfer (automatic),Two year,6010-DDPPW
88.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,4968,No,Female,No,56.0,No,No,Bank transfer (automatic),One year,4355-CVPVS
61.4,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,No,0.0,4059.85,Yes,Female,No,69.0,No,No,Credit card (automatic),Two year,9220-CXRSC
84.35,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,3858.05,Yes,Male,Yes,45.0,No,Yes,Mailed check,Two year,8999-YPYBV
84.6,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,84.6,No,Female,Yes,1.0,No,No,Electronic check,Month-to-month,4912-PIGUY
50.5,other,No,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,1.0,2566.3,Yes,Female,Yes,52.0,No,Yes,Electronic check,Month-to-month,0523-VNGTF
49.0,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,749.25,No,Male,Yes,15.0,No,No,Electronic check,Month-to-month,0430-IHCDJ
108.1,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,7238.6,No,Female,No,66.0,No,Yes,Bank transfer (automatic),One year,0786-IVLAW
65.25,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,0.0,1994.3,Yes,Female,No,31.0,Yes,No,Credit card (automatic),Month-to-month,2930-UOTMB
103.95,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7556.9,Yes,Female,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,7663-YJHSN
86.4,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,5442.05,Yes,Female,Yes,64.0,No,Yes,Credit card (automatic),Two year,7508-DQAKK
93.85,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,196.75,No,Male,Yes,2.0,Yes,No,Electronic check,Month-to-month,4424-TKOPW
20.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,67.1,No internet service,Male,Yes,3.0,No,No internet service,Credit card (automatic),Month-to-month,0463-WZZKO
102.1,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,1068.85,No,Female,Yes,10.0,Yes,Yes,Credit card (automatic),Month-to-month,1465-VINDH
79.6,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,5589.45,Yes,Female,No,70.0,No,No,Bank transfer (automatic),Two year,7560-QJAVJ
59.15,other,Yes,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,336.7,No,Male,Yes,6.0,No,No,Bank transfer (automatic),Month-to-month,9780-FKVVF
59.5,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,4144.8,Yes,Male,No,70.0,No,No,Bank transfer (automatic),Two year,1459-QNFQT
58.6,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,939.7,Yes,Male,Yes,15.0,Yes,Yes,Credit card (automatic),Month-to-month,4925-LMHOK
19.9,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,527.5,No internet service,Female,No,25.0,No,No internet service,Credit card (automatic),One year,6061-PQHMK
,other,,,151642.0,,,,,,,,,,,,,,,,,,
19.7,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,494.05,No internet service,Female,Yes,24.0,No,No internet service,Mailed check,Two year,1089-XZWHH
80.0,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,412.5,No,Female,Yes,5.0,Yes,No,Electronic check,Month-to-month,6941-PMGEP
109.85,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7002.95,Yes,Female,Yes,63.0,No,Yes,Credit card (automatic),Month-to-month,1656-DRSMG
19.95,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,862.4,No internet service,Male,No,46.0,No,No internet service,Credit card (automatic),Two year,5970-GHJAW
85.35,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,No,0.0,754.65,No,Female,Yes,9.0,Yes,No,Bank transfer (automatic),Month-to-month,5569-KGJHX
79.65,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,Yes,Yes,No,0.0,3870.3,Yes,Female,No,48.0,No,Yes,Electronic check,Two year,0253-ZTEOB
95.1,other,Yes,Yes,151642.0,Yes,Fiber optic,No,Yes,No,Yes,No,0.0,6683.4,Yes,Male,No,68.0,No,Yes,Bank transfer (automatic),Two year,1930-QPBVZ
81.05,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,Yes,No,0.0,5135.35,No,Male,No,64.0,No,Yes,Electronic check,Month-to-month,2250-IVBWA
20.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,739.9,No internet service,Male,No,35.0,No,No internet service,Bank transfer (automatic),Month-to-month,9046-DQMTP
18.7,other,,Yes,151642.0,,,,,,,,0.0,383.65,,Female,Yes,,No,,Mailed check,Two year,9945-PSVIP
29.35,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,1.0,381.2,No,Male,Yes,12.0,No,Yes,Credit card (automatic),Month-to-month,7636-OWBPG
75.2,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,Yes,No,No,0.0,3901.25,Yes,Male,Yes,51.0,No,No,Bank transfer (automatic),Two year,8630-QSGXK
25.45,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1699.15,No internet service,Male,No,66.0,No,No internet service,Bank transfer (automatic),One year,8042-RNLKO
20.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,383.65,No internet service,Female,No,19.0,No,No internet service,Credit card (automatic),One year,1178-PZGAB
49.1,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,679.55,No,Female,Yes,15.0,Yes,No,Electronic check,Month-to-month,8614-VGMMV
74.45,other,Yes,No,151642.0,Yes,DSL,Yes,No,No,No,Yes,0.0,3510.3,Yes,Female,No,47.0,No,No,Mailed check,Two year,5232-NXPAY
80.55,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,1406.65,No,Male,Yes,18.0,No,No,Credit card (automatic),Month-to-month,2911-WDXMV
54.2,other,No,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,3623.95,Yes,Female,No,67.0,No,Yes,Credit card (automatic),Two year,5010-IPEAQ
20.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,531.6,No internet service,Male,No,27.0,No,No internet service,Credit card (automatic),Two year,2346-CZYIL
59.3,other,Yes,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,2209.15,Yes,Female,No,39.0,No,No,Electronic check,One year,4328-VUFWD
25.15,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,476.8,No,Male,No,18.0,No,No,Mailed check,Month-to-month,4819-HJPIW
20.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1354.4,No internet service,Male,No,72.0,No,No internet service,Electronic check,Two year,6585-WCEWR
79.1,other,No,No,151642.0,Yes,Fiber optic,No,Yes,No,No,No,0.0,246.5,No,Female,Yes,3.0,Yes,Yes,Electronic check,Month-to-month,4587-NUKOX
109.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,6144.55,No,Female,Yes,58.0,Yes,Yes,Bank transfer (automatic),Two year,5089-IFSDP
20.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,493.95,No internet service,Female,Yes,26.0,No,No internet service,Credit card (automatic),Month-to-month,5260-UMPWX
25.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,316.2,No internet service,Male,No,12.0,No,No internet service,Electronic check,Month-to-month,9817-APLHW
45.15,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,438.4,No,Male,Yes,8.0,Yes,No,Mailed check,Month-to-month,2219-MVUSO
20.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1087.25,No internet service,Female,No,55.0,No,No internet service,Credit card (automatic),Month-to-month,1552-CZCLL
99.15,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,1956.4,Yes,Female,Yes,21.0,No,Yes,Bank transfer (automatic),Month-to-month,2227-JRSJX
19.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,92.05,No internet service,Female,Yes,5.0,No,No internet service,Credit card (automatic),Month-to-month,3694-GLTJM
70.25,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,229.7,No,Female,Yes,3.0,No,No,Electronic check,Month-to-month,9633-XQABV
60.85,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,2003.6,Yes,Female,Yes,34.0,No,No,Bank transfer (automatic),Month-to-month,2202-OUTMO
85.9,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,1269.55,No,Female,Yes,15.0,Yes,Yes,Bank transfer (automatic),Month-to-month,2189-WWOEW
57.95,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,1271.8,Yes,Male,Yes,22.0,No,Yes,Mailed check,Month-to-month,0377-JBKKT
44.85,other,No,Yes,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,0.0,1442.6,Yes,Male,Yes,34.0,No,No,Electronic check,Month-to-month,5337-IIWKZ
19.6,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,356.15,No internet service,Male,Yes,20.0,No,No internet service,Credit card (automatic),Month-to-month,8457-XIGKN
93.15,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,6368.2,No,Male,Yes,67.0,No,Yes,Electronic check,Two year,7159-NOKYQ
20.3,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,275.4,No internet service,Female,Yes,13.0,No,No internet service,Mailed check,Month-to-month,6131-JLWZM
20.95,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,109.5,No internet service,Female,Yes,6.0,No,No internet service,Mailed check,Month-to-month,5955-EPOAZ
92.0,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,6632.75,Yes,Male,No,72.0,No,Yes,Bank transfer (automatic),Two year,2990-IAJSV
74.9,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,490.55,No,Male,Yes,7.0,No,No,Electronic check,Month-to-month,1475-VWVDO
89.25,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,487.05,Yes,Female,Yes,6.0,No,No,Electronic check,Month-to-month,8035-PWSEV
70.1,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,No,0.0,3913.3,No,Female,Yes,57.0,Yes,No,Bank transfer (automatic),One year,2325-ZUSFD
